model,manufacturer,type,cylinders,size,drive
slt 4x4 duramax,gmc,pickup,8 cylinders,full-size,4wd
pilot ex,honda,SUV,6 cylinders,full-size,fwd
camry se,toyota,sedan,4 cylinders,mid-size,fwd
mustang shelby gt500,ford,other,8 cylinders,mid-size,rwd
milan,mercury,sedan,4 cylinders,compact,fwd
d150,ram,truck,6 cylinders,full-size,rwd
transit 350,ford,van,6 cylinders,full-size,rwd
express cargo van,chevrolet,van,8 cylinders,mid-size,rwd
trailblazer,chevrolet,SUV,6 cylinders,mid-size,rwd
cr-v ex-l crv exl,honda,SUV,4 cylinders,full-size,fwd
escape xlt,ford,SUV,6 cylinders,full-size,fwd
350z,nissan,coupe,6 cylinders,mid-size,rwd
firebird,pontiac,coupe,6 cylinders,mid-size,rwd
c4500,chevrolet,truck,8 cylinders,full-size,fwd
rendezvous,buick,SUV,6 cylinders,full-size,fwd
civic,honda,hatchback,4 cylinders,sub-compact,fwd
sentra sv - rear camera - bluetooth - sunroof - ga,nissan,sedan,4 cylinders,mid-size,fwd
malibu lt,chevrolet,sedan,4 cylinders,full-size,fwd
2500 slt,ram,truck,8 cylinders,full-size,4wd
encore sport touring,buick,SUV,4 cylinders,mid-size,fwd
outlook xr,saturn,sedan,6 cylinders,full-size,fwd
cooper 4 door,mini,hatchback,3 cylinders,compact,fwd
impreza,subaru,sedan,4 cylinders,mid-size,4wd
excursion eddie bauer,ford,SUV,6 cylinders,full-size,4wd
outback 2.5i premium,subaru,wagon,4 cylinders,mid-size,4wd
slt,dodge,other,6 cylinders,full-size,rwd
200,chrysler,sedan,4 cylinders,full-size,fwd
fit ex hatchback 4d,honda,hatchback,4 cylinders,mid-size,fwd
rsx,acura,coupe,4 cylinders,compact,fwd
convertible,mini,convertible,3 cylinders,sub-compact,fwd
camry se,toyota,sedan,4 cylinders,full-size,fwd
express,chevrolet,van,8 cylinders,mid-size,rwd
aveo ls,chevrolet,sedan,4 cylinders,compact,fwd
tacoma,toyota,truck,4 cylinders,sub-compact,rwd
m3 sedan 2015,bmw,sedan,6 cylinders,mid-size,rwd
es 300,lexus,sedan,4 cylinders,full-size,fwd
fusion titanium,ford,sedan,6 cylinders,mid-size,fwd
silverado 1500,chevrolet,truck,6 cylinders,mid-size,rwd
explorer xlt 4x4,ford,truck,6 cylinders,mid-size,4wd
xj8,jaguar,sedan,8 cylinders,full-size,rwd
tucson,hyundai,SUV,4 cylinders,compact,4wd
tacoma 4x4,toyota,pickup,4 cylinders,mid-size,4wd
sprinter 2500,mercedes-benz,van,6 cylinders,full-size,rwd
sierra 4x4 extended cab,gmc,truck,8 cylinders,full-size,4wd
acadia,gmc,SUV,10 cylinders,full-size,4wd
dakota club cab slt,dodge,truck,8 cylinders,mid-size,rwd
susburban ltz 4x4,chevrolet,SUV,8 cylinders,full-size,4wd
super duty f450,ford,truck,10 cylinders,full-size,rwd
camry,toyota,sedan,4 cylinders,full-size,rwd
jetta sportwagen se,volkswagen,wagon,4 cylinders,compact,fwd
f150 lariat 4x4,ford,truck,8 cylinders,full-size,4wd
altima 3.5 s,nissan,sedan,4 cylinders,full-size,fwd
cr-v awd ex-l,honda,SUV,4 cylinders,mid-size,4wd
wrangler jk sport,jeep,convertible,6 cylinders,compact,4wd
srx,cadillac,SUV,6 cylinders,full-size,4wd
civic ex sedan,honda,sedan,4 cylinders,mid-size,fwd
colorado,chevrolet,truck,6 cylinders,mid-size,4wd
prius c,toyota,sedan,4 cylinders,compact,fwd
impreza,subaru,sedan,4 cylinders,compact,4wd
camaro lt convertible,chevrolet,convertible,6 cylinders,full-size,rwd
f-150 fx4 truck loaded for,ford,truck,6 cylinders,full-size,4wd
ranger,ford,truck,6 cylinders,full-size,4wd
venture,chevrolet,mini-van,6 cylinders,mid-size,rwd
cube,nissan,wagon,4 cylinders,compact,fwd
edge,ford,SUV,4 cylinders,full-size,4wd
rx350 awd,lexus,SUV,6 cylinders,full-size,4wd
428i,bmw,coupe,4 cylinders,mid-size,rwd
genesis 3.8l,hyundai,sedan,6 cylinders,mid-size,rwd
xjl,jaguar,sedan,8 cylinders,full-size,4wd
veloster,hyundai,hatchback,4 cylinders,compact,fwd
g37x,infiniti,sedan,6 cylinders,full-size,4wd
sienna ce,toyota,mini-van,6 cylinders,full-size,fwd
accord sport sedan 4d,honda,sedan,4 cylinders,full-size,fwd
sebring,chrysler,convertible,6 cylinders,mid-size,fwd
is 250,lexus,sedan,6 cylinders,mid-size,4wd
q50,infiniti,sedan,6 cylinders,full-size,rwd
2500 cummins,ram,pickup,6 cylinders,full-size,4wd
cherokee,jeep,SUV,4 cylinders,compact,fwd
traverse lt awd,chevrolet,SUV,6 cylinders,full-size,4wd
pickup 3500 laramie 4,ram,pickup,6 cylinders,full-size,4wd
cruze lt,chevrolet,sedan,4 cylinders,full-size,fwd
428i m sport package,bmw,coupe,4 cylinders,compact,rwd
xterra,nissan,SUV,6 cylinders,full-size,fwd
f 250 powerstroke,ford,truck,8 cylinders,full-size,4wd
renegade,jeep,SUV,4 cylinders,full-size,rwd
caravan sxt,dodge,mini-van,6 cylinders,mid-size,fwd
4dr ext cab sle,gmc,truck,8 cylinders,full-size,rwd
4-series,bmw,coupe,6 cylinders,mid-size,4wd
milan,mercury,sedan,6 cylinders,mid-size,fwd
pt cruiser,chrysler,truck,4 cylinders,compact,fwd
mariner premier,mercury,SUV,6 cylinders,full-size,fwd
impreza,subaru,wagon,4 cylinders,mid-size,4wd
aztek,pontiac,SUV,6 cylinders,full-size,fwd
cherokee latitude,jeep,SUV,4 cylinders,mid-size,4wd
traverse lt,chevrolet,wagon,6 cylinders,full-size,fwd
odyssey,honda,van,6 cylinders,mid-size,fwd
v70 wagon,volvo,wagon,5 cylinders,full-size,fwd
tucson,hyundai,SUV,4 cylinders,full-size,fwd
cr-v ex,honda,SUV,4 cylinders,compact,4wd
sprinter 2500,mercedes-benz,van,6 cylinders,full-size,4wd
deville limo,cadillac,other,8 cylinders,full-size,fwd
grand am gt,pontiac,sedan,6 cylinders,mid-size,fwd
deisel cummins 3500,ram,truck,6 cylinders,full-size,4wd
terrain slt-2 awd,gmc,SUV,6 cylinders,compact,4wd
s5 cabriolet,audi,convertible,6 cylinders,compact,4wd
sport hse,rover,SUV,8 cylinders,full-size,4wd
gti two door 2.0 turbo,volkswagen,hatchback,4 cylinders,compact,fwd
f-150,ford,pickup,8 cylinders,mid-size,rwd
sierra 4x4,gmc,truck,8 cylinders,compact,4wd
suburban lt 1500,chevrolet,SUV,8 cylinders,full-size,4wd
sc 400,lexus,coupe,8 cylinders,mid-size,rwd
suburban 1500 ltz,chevrolet,sedan,8 cylinders,sub-compact,4wd
cc,volkswagen,sedan,4 cylinders,full-size,fwd
de-d7,volvo,truck,6 cylinders,full-size,rwd
xterra 4x4,nissan,SUV,6 cylinders,full-size,4wd
2500 slt,ram,truck,6 cylinders,full-size,4wd
frontier ext cab sv,nissan,pickup,4 cylinders,mid-size,rwd
m37,infiniti,sedan,6 cylinders,full-size,rwd
f-350,ford,sedan,8 cylinders,full-size,4wd
yaris,toyota,coupe,4 cylinders,compact,fwd
special 2dr coupe,buick,coupe,8 cylinders,full-size,rwd
3 series,bmw,sedan,6 cylinders,compact,rwd
accord,honda,sedan,6 cylinders,full-size,fwd
f-350 lariat diesel 4wd,ford,truck,8 cylinders,full-size,4wd
g35 sedan,infiniti,sedan,6 cylinders,compact,rwd
s5,audi,coupe,6 cylinders,sub-compact,4wd
mustang convertible,ford,convertible,6 cylinders,mid-size,rwd
wrangler jk sahara,jeep,offroad,6 cylinders,full-size,4wd
q5,audi,SUV,10 cylinders,full-size,4wd
cobalt lt,chevrolet,sedan,4 cylinders,mid-size,fwd
accord sport,honda,sedan,4 cylinders,compact,fwd
370 z,nissan,convertible,6 cylinders,mid-size,rwd
f150 xl,ford,pickup,8 cylinders,full-size,rwd
5-series,bmw,sedan,6 cylinders,mid-size,4wd
milan,mercury,sedan,6 cylinders,full-size,4wd
outback 2.5i wagon 4d,subaru,wagon,4 cylinders,mid-size,4wd
1500 crew cab,ram,truck,8 cylinders,full-size,rwd
benz c300,mercedes-benz,sedan,4 cylinders,mid-size,rwd
eclipse gs,mitsubishi,hatchback,4 cylinders,mid-size,fwd
2500 hd crew cab,chevrolet,pickup,8 cylinders,full-size,4wd
dakota,dodge,truck,8 cylinders,full-size,4wd
f150 fx4 supercrew,ford,truck,6 cylinders,full-size,4wd
equinox lt,chevrolet,SUV,4 cylinders,mid-size,fwd
yukon xl,gmc,SUV,8 cylinders,full-size,fwd
300xl,chrysler,sedan,6 cylinders,full-size,4wd
fusion se,ford,sedan,4 cylinders,full-size,fwd
nitro sxt,dodge,SUV,6 cylinders,full-size,4wd
f-150 xlt chrome package - navi - rear camera -,ford,pickup,6 cylinders,full-size,rwd
d30 dump trk,dodge,truck,8 cylinders,full-size,rwd
passat,volkswagen,SUV,4 cylinders,mid-size,fwd
camry le,toyota,sedan,4 cylinders,full-size,fwd
colorado lt,chevrolet,truck,4 cylinders,full-size,4wd
mustang shelby gt350,ford,coupe,8 cylinders,mid-size,rwd
lacrosse,buick,sedan,6 cylinders,mid-size,fwd
rx 8,mazda,coupe,3 cylinders,mid-size,rwd
f-250 sd,ford,truck,10 cylinders,full-size,4wd
3.2tl,acura,sedan,6 cylinders,full-size,fwd
cooper s,mini,hatchback,4 cylinders,mid-size,fwd
a5,audi,coupe,4 cylinders,sub-compact,4wd
f250 super duty xlt,ford,pickup,8 cylinders,full-size,4wd
rogue sv,nissan,SUV,4 cylinders,compact,fwd
frontier se crew cab,nissan,pickup,6 cylinders,mid-size,rwd
compass,jeep,SUV,4 cylinders,full-size,4wd
suburban z71,chevrolet,offroad,8 cylinders,full-size,4wd
traverse lt awd,chevrolet,SUV,6 cylinders,mid-size,4wd
f-750,ford,truck,6 cylinders,full-size,rwd
cruze eco,chevrolet,sedan,4 cylinders,full-size,fwd
e350 super duty van,ford,van,8 cylinders,full-size,rwd
outback ilimited,subaru,SUV,4 cylinders,full-size,4wd
savana g2500,gmc,truck,8 cylinders,full-size,rwd
c300,mercedes-benz,sedan,6 cylinders,mid-size,rwd
sierra 1500 sle z71,gmc,truck,8 cylinders,full-size,4wd
trailblazer lt 4wd,chevrolet,SUV,6 cylinders,mid-size,4wd
f450 super duty,ford,truck,8 cylinders,full-size,rwd
soul,kia,sedan,4 cylinders,compact,fwd
lacrosse cxl,buick,sedan,6 cylinders,full-size,fwd
solara,toyota,coupe,4 cylinders,mid-size,fwd
traverse,chevrolet,SUV,6 cylinders,full-size,4wd
accord se,honda,sedan,6 cylinders,mid-size,fwd
sportage,kia,SUV,4 cylinders,mid-size,4wd
f-150 limited,ford,pickup,6 cylinders,full-size,4wd
6,mazda,sedan,4 cylinders,mid-size,fwd
sierra,gmc,truck,6 cylinders,full-size,rwd
benz c230 v6,mercedes-benz,sedan,6 cylinders,full-size,rwd
200 - new tires - heated seats - recently smogged,chrysler,sedan,4 cylinders,mid-size,fwd
el camino,chevrolet,truck,8 cylinders,full-size,rwd
equinox all wheel drive,chevrolet,SUV,6 cylinders,full-size,4wd
ranger super cab,ford,truck,6 cylinders,full-size,rwd
tundra pick up truck sr5,toyota,pickup,8 cylinders,full-size,rwd
suburban lt 4x4,chevrolet,SUV,8 cylinders,full-size,4wd
trailblazer lt,chevrolet,SUV,5 cylinders,full-size,4wd
tacoma 4x4,toyota,pickup,6 cylinders,mid-size,4wd
colorado,chevrolet,truck,4 cylinders,full-size,rwd
ridgeline rts,honda,truck,6 cylinders,mid-size,4wd
wrx premium,subaru,sedan,4 cylinders,full-size,4wd
tacoma sr5,toyota,pickup,6 cylinders,mid-size,4wd
suburban lt,chevrolet,SUV,8 cylinders,full-size,fwd
cruze,chevrolet,coupe,4 cylinders,full-size,fwd
escape titanium,ford,SUV,4 cylinders,mid-size,4wd
cherokee,jeep,SUV,6 cylinders,full-size,4wd
3500 dually,chevrolet,truck,8 cylinders,full-size,rwd
2500 slt 4x4,ram,truck,6 cylinders,full-size,4wd
s5 cabriolet,audi,convertible,6 cylinders,mid-size,4wd
ranger xl,ford,truck,4 cylinders,mid-size,rwd
accord sport 1.5 turbo,honda,sedan,4 cylinders,mid-size,fwd
journey,dodge,SUV,6 cylinders,mid-size,fwd
benz clk500,mercedes-benz,convertible,8 cylinders,mid-size,rwd
f350,ford,pickup,8 cylinders,full-size,4wd
fusion sel,ford,sedan,6 cylinders,full-size,fwd
accord se 2 door,honda,coupe,4 cylinders,mid-size,fwd
series one pickup,gmc,truck,6 cylinders,full-size,rwd
tacoma prerunner dbl cab,toyota,pickup,6 cylinders,mid-size,rwd
sable,mercury,sedan,6 cylinders,mid-size,fwd
outback limited,subaru,hatchback,4 cylinders,full-size,fwd
flex,ford,wagon,6 cylinders,full-size,4wd
f250 super duty diesel xl,ford,truck,8 cylinders,full-size,rwd
cts,cadillac,sedan,6 cylinders,mid-size,4wd
forester 2.5i touring,subaru,wagon,4 cylinders,mid-size,4wd
prius hybrid prius,toyota,sedan,4 cylinders,full-size,fwd
f-550,ford,truck,8 cylinders,full-size,rwd
e-series cargo e series car,ford,van,8 cylinders,full-size,rwd
3500 flatbed 4x4 dually crew,ram,truck,8 cylinders,full-size,4wd
legacy,subaru,wagon,4 cylinders,mid-size,4wd
grand caravan,dodge,mini-van,4 cylinders,full-size,fwd
cl 3.0,acura,coupe,6 cylinders,mid-size,fwd
sierra,gmc,offroad,6 cylinders,full-size,rwd
durango r/t,dodge,SUV,8 cylinders,full-size,4wd
e 150 econoline,ford,van,8 cylinders,full-size,rwd
rondo lx,kia,wagon,4 cylinders,full-size,fwd
crosstrek,subaru,SUV,4 cylinders,compact,4wd
accent gls,hyundai,sedan,4 cylinders,compact,fwd
granada,ford,coupe,8 cylinders,full-size,rwd
montana van,pontiac,van,6 cylinders,full-size,fwd
camaro,chevrolet,coupe,6 cylinders,mid-size,fwd
accord 4-door sedan,honda,sedan,4 cylinders,mid-size,fwd
quest,nissan,van,6 cylinders,full-size,fwd
liberty sport awd,jeep,SUV,6 cylinders,full-size,4wd
cobalt,chevrolet,sedan,4 cylinders,compact,fwd
crosstrek 2.0i premium,subaru,hatchback,4 cylinders,mid-size,4wd
suburban 2500,chevrolet,SUV,8 cylinders,full-size,4wd
avalon xl,toyota,sedan,6 cylinders,mid-size,fwd
terrain,gmc,SUV,4 cylinders,full-size,fwd
fleetmaster,chevrolet,hatchback,6 cylinders,full-size,rwd
m3 coupe,bmw,coupe,6 cylinders,compact,rwd
transit t150 xlt van,ford,van,6 cylinders,full-size,rwd
captiva,chevrolet,SUV,4 cylinders,full-size,fwd
f450 super duty,ford,pickup,8 cylinders,full-size,rwd
rx 330,lexus,SUV,6 cylinders,full-size,fwd
cruze eco fwd,chevrolet,sedan,4 cylinders,compact,fwd
colorado crew cab,chevrolet,truck,5 cylinders,mid-size,rwd
sonic lt rs,chevrolet,sedan,4 cylinders,sub-compact,fwd
corvette,chevrolet,convertible,8 cylinders,compact,rwd
rx 450h,lexus,SUV,6 cylinders,full-size,fwd
benz 230 4,mercedes-benz,sedan,4 cylinders,full-size,rwd
sierra 3500 hd crew cab,gmc,truck,8 cylinders,full-size,4wd
wrangler 65 tj,jeep,SUV,6 cylinders,full-size,4wd
camaro,chevrolet,sedan,6 cylinders,full-size,fwd
tahoe ltz 4x4 captain's,chevrolet,SUV,8 cylinders,full-size,4wd
equinox,chevrolet,SUV,6 cylinders,mid-size,4wd
sebring,chrysler,sedan,6 cylinders,mid-size,fwd
accord special edition,honda,sedan,4 cylinders,mid-size,fwd
escape se 4x4,ford,SUV,4 cylinders,mid-size,4wd
canyon,gmc,truck,6 cylinders,compact,rwd
transit,ford,van,4 cylinders,mid-size,fwd
impala ltz,chevrolet,sedan,6 cylinders,full-size,rwd
journey sxt,dodge,van,4 cylinders,mid-size,fwd
330ci,bmw,coupe,6 cylinders,compact,rwd
navigator 4x4,lincoln,SUV,8 cylinders,full-size,4wd
4runner limited lifted 4,toyota,SUV,6 cylinders,full-size,4wd
silverado 1500hd,chevrolet,pickup,8 cylinders,full-size,4wd
vue,saturn,SUV,4 cylinders,mid-size,fwd
edge sel,ford,SUV,6 cylinders,full-size,fwd
xlt lariat,ford,pickup,8 cylinders,full-size,rwd
335i xdrive,bmw,coupe,6 cylinders,mid-size,4wd
outback wagon new head gaskets and timing belt,subaru,wagon,4 cylinders,mid-size,4wd
armada,nissan,SUV,8 cylinders,full-size,4wd
avalanche z71 4x4,chevrolet,pickup,8 cylinders,full-size,4wd
srx luxury,cadillac,SUV,6 cylinders,mid-size,fwd
2500 laramie,ram,pickup,8 cylinders,full-size,4wd
bronco,ford,SUV,8 cylinders,full-size,4wd
suburban 1500,chevrolet,SUV,8 cylinders,full-size,4wd
passat wagon,volkswagen,wagon,4 cylinders,full-size,fwd
benz gl550,mercedes-benz,SUV,8 cylinders,full-size,4wd
flex,ford,sedan,6 cylinders,full-size,fwd
passat,volkswagen,sedan,5 cylinders,mid-size,fwd
gti,volkswagen,hatchback,4 cylinders,sub-compact,fwd
tiguan,volkswagen,SUV,4 cylinders,compact,fwd
f250 lariat,ford,pickup,8 cylinders,full-size,4wd
charger sxt awd,dodge,sedan,6 cylinders,mid-size,4wd
mazda3,mazda,hatchback,4 cylinders,mid-size,fwd
2500 passenger van,chevrolet,mini-van,8 cylinders,full-size,4wd
200 limited,chrysler,sedan,4 cylinders,mid-size,fwd
magnum sxt,dodge,sedan,6 cylinders,full-size,rwd
cx-5,mazda,hatchback,4 cylinders,mid-size,fwd
dakota,ram,pickup,6 cylinders,full-size,rwd
tacoma double cab 4wd v6,toyota,truck,6 cylinders,mid-size,4wd
touareg,volkswagen,SUV,6 cylinders,mid-size,4wd
740il,bmw,sedan,8 cylinders,full-size,fwd
pacifica limited,chrysler,SUV,6 cylinders,full-size,fwd
q5 quattro premium plus,audi,SUV,4 cylinders,mid-size,4wd
golf,volkswagen,coupe,4 cylinders,compact,fwd
sierra,gmc,truck,8 cylinders,full-size,rwd
1500 laramie 4x4,ram,pickup,8 cylinders,full-size,4wd
f150 supercrew 4x4,ford,pickup,6 cylinders,full-size,4wd
econoline,ford,van,8 cylinders,sub-compact,rwd
cayenne,porche,SUV,8 cylinders,full-size,4wd
c/k 3500,chevrolet,truck,8 cylinders,full-size,rwd
encore leather,buick,SUV,4 cylinders,compact,fwd
m2,bmw,coupe,6 cylinders,compact,rwd
outback,subaru,SUV,6 cylinders,compact,4wd
equinox ltz awd,chevrolet,SUV,4 cylinders,mid-size,4wd
cx-5,mazda,mini-van,4 cylinders,mid-size,fwd
accord,honda,coupe,6 cylinders,full-size,fwd
continental reserve fwd,lincoln,sedan,6 cylinders,full-size,fwd
outback 2.5i limited,subaru,wagon,4 cylinders,mid-size,4wd
five hundred sel,ford,sedan,6 cylinders,compact,fwd
cts,cadillac,sedan,6 cylinders,mid-size,fwd
corvette,chevrolet,convertible,8 cylinders,mid-size,rwd
xc90 2.ol turbo 4wd,volvo,SUV,4 cylinders,full-size,4wd
grand cherokee srt8,jeep,SUV,8 cylinders,full-size,4wd
sierra denali,gmc,truck,8 cylinders,full-size,4wd
xc60 awd,volvo,SUV,6 cylinders,mid-size,4wd
wrangler unlimited rubicon,jeep,SUV,6 cylinders,full-size,4wd
s4 premium plus,audi,sedan,4 cylinders,compact,4wd
acadia denali,gmc,SUV,6 cylinders,full-size,4wd
3.2tl,acura,sedan,6 cylinders,full-size,rwd
classic,rover,SUV,8 cylinders,full-size,4wd
3500,chevrolet,truck,8 cylinders,full-size,4wd
highlander,toyota,SUV,4 cylinders,mid-size,4wd
200,chrysler,sedan,4 cylinders,compact,fwd
650i convertible,bmw,convertible,8 cylinders,full-size,rwd
matrix,toyota,wagon,4 cylinders,mid-size,fwd
ranger crew cab lariat 4x4,ford,pickup,4 cylinders,mid-size,4wd
rdx,acura,SUV,6 cylinders,compact,4wd
odyssey,honda,SUV,6 cylinders,full-size,fwd
corolla le 4dr sedan,toyota,sedan,4 cylinders,mid-size,fwd
rx350 awd,lexus,SUV,6 cylinders,mid-size,4wd
escape se,ford,SUV,4 cylinders,mid-size,4wd
juke,nissan,SUV,4 cylinders,compact,fwd
charger sxt,dodge,sedan,6 cylinders,full-size,rwd
lancer evolution,mitsubishi,sedan,10 cylinders,compact,4wd
odyssey lx,honda,mini-van,6 cylinders,full-size,fwd
cr-v ex-l,honda,SUV,4 cylinders,mid-size,4wd
grand cherokee limited 4x4,jeep,SUV,8 cylinders,mid-size,4wd
1/2 ton pickups,gmc,truck,8 cylinders,full-size,4wd
suburban z71,chevrolet,SUV,8 cylinders,full-size,4wd
rav4 limited,toyota,SUV,4 cylinders,mid-size,fwd
cadenza,kia,sedan,6 cylinders,mid-size,fwd
ridgeline 4x4,honda,truck,6 cylinders,mid-size,4wd
500 pop,fiat,hatchback,4 cylinders,compact,fwd
explorer eddie bauer,ford,truck,6 cylinders,full-size,4wd
cruze ls sedan,chevrolet,sedan,4 cylinders,full-size,fwd
f150 super cab,ford,truck,8 cylinders,full-size,rwd
deville,cadillac,sedan,8 cylinders,full-size,fwd
bonneville,pontiac,sedan,6 cylinders,full-size,fwd
highlander sport,toyota,SUV,6 cylinders,mid-size,4wd
transit 350 wagon lowroofxl,ford,wagon,6 cylinders,mid-size,fwd
trailblazer ls,chevrolet,SUV,6 cylinders,compact,fwd
a3 awd premium plus,audi,sedan,4 cylinders,sub-compact,4wd
silverado,chevrolet,pickup,6 cylinders,full-size,4wd
mks,lincoln,sedan,6 cylinders,mid-size,4wd
explorer eddie bauer,ford,SUV,6 cylinders,full-size,rwd
sentra sr,nissan,sedan,4 cylinders,compact,fwd
civic sport,honda,sedan,4 cylinders,full-size,fwd
c230 kompressor,mercedes-benz,sedan,4 cylinders,compact,rwd
matrix s,toyota,sedan,4 cylinders,full-size,fwd
335i,bmw,sedan,6 cylinders,mid-size,rwd
c-class,mercedes-benz,sedan,4 cylinders,compact,4wd
325i,bmw,coupe,6 cylinders,mid-size,rwd
e class e350 amg,mercedes-benz,sedan,6 cylinders,mid-size,rwd
rogue,nissan,SUV,10 cylinders,full-size,4wd
a4,audi,sedan,4 cylinders,mid-size,rwd
grand caravan gt,dodge,mini-van,6 cylinders,mid-size,4wd
4runner,toyota,SUV,8 cylinders,mid-size,4wd
f450 utility bed power stroke diesel,ford,pickup,8 cylinders,full-size,rwd
mountaineer,mercury,SUV,8 cylinders,mid-size,4wd
tacoma x-runner v6,toyota,truck,6 cylinders,mid-size,fwd
s-type r,jaguar,sedan,8 cylinders,mid-size,rwd
diesel crew cab,ford,truck,8 cylinders,full-size,4wd
330i,bmw,sedan,6 cylinders,mid-size,rwd
borrego,kia,SUV,8 cylinders,full-size,4wd
express lt 3500,chevrolet,van,8 cylinders,full-size,rwd
mks reserve,lincoln,SUV,4 cylinders,mid-size,fwd
528i,bmw,sedan,6 cylinders,mid-size,rwd
rogue select s,nissan,SUV,4 cylinders,compact,4wd
fiesta,ford,hatchback,4 cylinders,compact,fwd
g37,infiniti,convertible,6 cylinders,mid-size,rwd
passat 2.0t,volkswagen,sedan,4 cylinders,compact,fwd
5 series 530i,bmw,sedan,6 cylinders,full-size,rwd
explorer sport trac,ford,truck,6 cylinders,compact,rwd
grand caravan sxt,dodge,van,6 cylinders,full-size,rwd
rabbit,volkswagen,hatchback,5 cylinders,full-size,fwd
2500 5.7l hemi,ram,pickup,8 cylinders,full-size,4wd
grand marquis ls,mercury,sedan,8 cylinders,mid-size,rwd
quest,nissan,mini-van,4 cylinders,mid-size,fwd
aura xr,saturn,sedan,6 cylinders,mid-size,fwd
e250 cargo,ford,van,8 cylinders,full-size,rwd
prius - bluetooth - recently smogged - great commu,toyota,sedan,4 cylinders,mid-size,fwd
miata,mazda,convertible,4 cylinders,sub-compact,rwd
cooper s,mini,coupe,4 cylinders,mid-size,fwd
prius c 1,toyota,hatchback,4 cylinders,sub-compact,fwd
tacoma,toyota,truck,6 cylinders,compact,4wd
expedition el,ford,SUV,8 cylinders,full-size,4wd
g37xs,infiniti,sedan,6 cylinders,mid-size,4wd
expedition el limited,ford,SUV,8 cylinders,full-size,rwd
encore,buick,SUV,4 cylinders,full-size,fwd
4runner sr5,toyota,SUV,6 cylinders,compact,rwd
cadenza limited-sxl,kia,sedan,6 cylinders,full-size,fwd
1500 rebel,ram,truck,8 cylinders,full-size,4wd
750il,bmw,sedan,12 cylinders,full-size,rwd
mdx nighthawk ed awd,acura,SUV,6 cylinders,mid-size,4wd
c70,chevrolet,truck,8 cylinders,full-size,rwd
crz,honda,coupe,3 cylinders,compact,fwd
z28 camaro,chevrolet,coupe,8 cylinders,full-size,rwd
cherokee classic,jeep,SUV,6 cylinders,compact,4wd
silverado 1500 ls 4x4,chevrolet,truck,8 cylinders,full-size,4wd
pathfinder s,nissan,SUV,6 cylinders,full-size,fwd
f-150 xlt 4x4,ford,pickup,6 cylinders,full-size,4wd
rendezvous,buick,hatchback,6 cylinders,mid-size,fwd
rvr evoque,rover,SUV,4 cylinders,mid-size,4wd
530i,bmw,sedan,6 cylinders,mid-size,rwd
probe hatchback 2d,ford,hatchback,4 cylinders,compact,fwd
legacy gt limited spec b,subaru,sedan,4 cylinders,compact,4wd
forester,subaru,SUV,4 cylinders,full-size,4wd
x3 xdrive28i,bmw,SUV,6 cylinders,full-size,4wd
